post_id,text,post_text,shared_text,time,image,video,video_thumbnail,video_id,likes,comments,shares,post_url,link,user_id,images
10156868790776056,#GemsGirls can always count on inspiration from Rihanna,#GemsGirls can always count on inspiration from Rihanna,,2020-03-29 02:54:00,https://scontent.fadd1-1.fna.fbcdn.net/v/t1.0-9/91038244_10156868790786056_3699156350228496384_o.png?_nc_cat=110&ccb=2&_nc_sid=da1649&_nc_ohc=xilLZgvJenQAX9VI8KM&_nc_ht=scontent.fadd1-1.fna&oh=da372fa2d58b1bd958da3f4356d11285&oe=5FF5E699,,,,37,1,0,,,74771361055,"['https://scontent.fadd1-1.fna.fbcdn.net/v/t1.0-9/91038244_10156868790786056_3699156350228496384_o.png?_nc_cat=110&ccb=2&_nc_sid=da1649&_nc_ohc=xilLZgvJenQAX9VI8KM&_nc_ht=scontent.fadd1-1.fna&oh=da372fa2d58b1bd958da3f4356d11285&oe=5FF5E699', 'https://scontent.fadd1-1.fna.fbcdn.net/v/t1.0-9/91038244_10156868790786056_3699156350228496384_o.png?_nc_cat=110&ccb=2&_nc_sid=da1649&_nc_ohc=xilLZgvJenQAX9VI8KM&_nc_ht=scontent.fadd1-1.fna&oh=da372fa2d58b1bd958da3f4356d11285&oe=5FF5E699', 'https://scontent.fadd1-1.fna.fbcdn.net/v/t1.0-9/91038244_10156868790786056_3699156350228496384_o.png?_nc_cat=110&ccb=2&_nc_sid=da1649&_nc_ohc=xilLZgvJenQAX9VI8KM&_nc_ht=scontent.fadd1-1.fna&oh=da372fa2d58b1bd958da3f4356d11285&oe=5FF5E699']"
10156865009241056,"Happy Birthday, Rachel! We're celebrating our inspirational founders' birthday this weekend and we're so proud of her amazing work creating the GEMS community over the last 22 years. She remains committed to serving the girls and women in our program and she's working overtime during this crisis to ensure GEMS continues to be a safe and healing place (albeit virtually at the moment) for #GemsGirls.

In honor of her birthday, please consider donating to support GEMS during this critical time of need. To donate please visit our website here: http://bitly.ws/86oa

THANK YOU!","Happy Birthday, Rachel! We're celebrating our inspirational founders' birthday this weekend and we're so proud of her amazing work creating the GEMS community over the last 22 years. She remains committed to serving the girls and women in our program and she's working overtime during this crisis to ensure GEMS continues to be a safe and healing place (albeit virtually at the moment) for #GemsGirls.

In honor of her birthday, please consider donating to support GEMS during this critical time of need. To donate please visit our website here: http://bitly.ws/86oa

THANK YOU!",,2020-03-28 00:02:14,https://scontent.fadd1-1.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/91199092_10156864937781056_2205870034717245440_o.jpg?_nc_cat=105&ccb=2&_nc_sid=8024bb&_nc_ohc=FRllwrx2TwsAX83weKA&_nc_ht=scontent.fadd1-1.fna&tp=14&oh=e2723d0a69cf3c210ae913a03c6f514f&oe=5FF785C1,,,,66,11,0,https://facebook.com/story.php?story_fbid=10156865009241056&id=74771361055,http://bitly.ws/86oa,74771361055,['https://scontent.fadd1-1.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/91199092_10156864937781056_2205870034717245440_o.jpg?_nc_cat=105&ccb=2&_nc_sid=8024bb&_nc_ohc=FRllwrx2TwsAX83weKA&_nc_ht=scontent.fadd1-1.fna&tp=14&oh=e2723d0a69cf3c210ae913a03c6f514f&oe=5FF785C1']
10156863905276056,"Stuck at home? Time to shop online and give back to #GemsGirls! Check out our Amazon.com wish list and donate items that really matter.
https://bit.ly/2WTy6Lp

GEMS-GIRLS.ORG
Everyday Needs Items — Girls Educational & Mentoring Services (GEMS)","Stuck at home? Time to shop online and give back to #GemsGirls! Check out our Amazon.com wish list and donate items that really matter.
https://bit.ly/2WTy6Lp","GEMS-GIRLS.ORG
Everyday Needs Items — Girls Educational & Mentoring Services (GEMS)",2020-03-27 18:40:02,,,,,3,0,0,https://facebook.com/story.php?story_fbid=10156863905276056&id=74771361055,https://bit.ly/2WTy6Lp,74771361055,[]
10156863616741056,"We have a lot of needs to provide for #GemsGirls during this crisis. If you're able to help, please consider visiting our Amazon Wishlist here. Thank you!

AMAZON.COM
Help me build my list on Amazon","We have a lot of needs to provide for #GemsGirls during this crisis. If you're able to help, please consider visiting our Amazon Wishlist here. Thank you!","AMAZON.COM
Help me build my list on Amazon",2020-03-27 16:56:25,,,,,3,0,3,https://facebook.com/story.php?story_fbid=10156863616741056&id=74771361055,https://www.amazon.com/hz/wishlist/dl/invite/2DdvUl9?ref_=wl_share,74771361055,[]
10156860410126056,"There is no better time than now to educate yourself on issues that matter. Check out GEMS Founder Rachel Lloyd’s book, Girls Like Us, to learn about the dark world of commercial sex trafficking. https://bit.ly/2wvg9r1

GEMS-GIRLS.ORG
Shop — Girls Educational & Mentoring Services (GEMS)","There is no better time than now to educate yourself on issues that matter. Check out GEMS Founder Rachel Lloyd’s book, Girls Like Us, to learn about the dark world of commercial sex trafficking. https://bit.ly/2wvg9r1","GEMS-GIRLS.ORG
Shop — Girls Educational & Mentoring Services (GEMS)",2020-03-26 20:03:02,,,,,4,0,3,https://facebook.com/story.php?story_fbid=10156860410126056&id=74771361055,https://bit.ly/2wvg9r1,74771361055,[]
10156859934201056,"This The New York Times article echoes what many of the girls and women we serve are facing right now. #GemsGirls

NYTIMES.COM
She’s 10, Homeless and Eager to Learn. But She Has No Internet.",This The New York Times article echoes what many of the girls and women we serve are facing right now. #GemsGirls,"NYTIMES.COM
She’s 10, Homeless and Eager to Learn. But She Has No Internet.",2020-03-26 17:33:15,,,,,12,2,15,https://facebook.com/story.php?story_fbid=10156859934201056&id=74771361055,https://www.nytimes.com/2020/03/26/nyregion/new-york-homeless-students-coronavirus.html?action=click&module=Top%20Stories&pgtype=Homepage,74771361055,[]
10156857042821056,"Women have always been steady leaders, helping the world navigate difficult times. In the midst of today’s news, let us not forget the legacy of those who came before us. #WomensHistoryMonth","Women have always been steady leaders, helping the world navigate difficult times. In the midst of today’s news, let us not forget the legacy of those who came before us. #WomensHistoryMonth",,2020-03-25 20:36:02,https://scontent.fadd1-1.fna.fbcdn.net/v/t1.0-9/90933424_10156857042826056_4426958396989636608_o.png?_nc_cat=109&ccb=2&_nc_sid=da1649&_nc_ohc=TAO0wsNNR1EAX-jyApZ&_nc_ht=scontent.fadd1-1.fna&oh=d6ebcd07eb2e7e36a67917fdd7b1d410&oe=5FF8EDD8,,,,6,0,0,,,74771361055,"['https://scontent.fadd1-1.fna.fbcdn.net/v/t1.0-9/90933424_10156857042826056_4426958396989636608_o.png?_nc_cat=109&ccb=2&_nc_sid=da1649&_nc_ohc=TAO0wsNNR1EAX-jyApZ&_nc_ht=scontent.fadd1-1.fna&oh=d6ebcd07eb2e7e36a67917fdd7b1d410&oe=5FF8EDD8', 'https://scontent.fadd1-1.fna.fbcdn.net/v/t1.0-9/90933424_10156857042826056_4426958396989636608_o.png?_nc_cat=109&ccb=2&_nc_sid=da1649&_nc_ohc=TAO0wsNNR1EAX-jyApZ&_nc_ht=scontent.fadd1-1.fna&oh=d6ebcd07eb2e7e36a67917fdd7b1d410&oe=5FF8EDD8', 'https://scontent.fadd1-1.fna.fbcdn.net/v/t1.0-9/90933424_10156857042826056_4426958396989636608_o.png?_nc_cat=109&ccb=2&_nc_sid=da1649&_nc_ohc=TAO0wsNNR1EAX-jyApZ&_nc_ht=scontent.fadd1-1.fna&oh=d6ebcd07eb2e7e36a67917fdd7b1d410&oe=5FF8EDD8']"
10156853468711056,"GEMS is providing essential services to our members during this challenging time. If you'd like to help us continue serving #GemsGirls, please visit our site to donate online! Thank you! https://bit.ly/3brZzHJ

GEMS-GIRLS.NETWORKFORGOOD.COM
The easiest way to support GEMS? Donations.","GEMS is providing essential services to our members during this challenging time. If you'd like to help us continue serving #GemsGirls, please visit our site to donate online! Thank you! https://bit.ly/3brZzHJ","GEMS-GIRLS.NETWORKFORGOOD.COM
The easiest way to support GEMS? Donations.",2020-03-24 21:19:01,,,,,3,0,0,https://facebook.com/story.php?story_fbid=10156853468711056&id=74771361055,https://bit.ly/3brZzHJ,74771361055,[]
10156850331261056,"No need to fret, we are #inthistogether. SELF has 10 tips to help ease your mind. #GemsGirls https://bit.ly/3adrmLT

SELF.COM
10 Realistic Tips for Managing Coronavirus Anxiety","No need to fret, we are #inthistogether. SELF has 10 tips to help ease your mind. #GemsGirls https://bit.ly/3adrmLT","SELF.COM
10 Realistic Tips for Managing Coronavirus Anxiety",2020-03-24 01:53:34,,,,,4,0,4,https://facebook.com/story.php?story_fbid=10156850331261056&id=74771361055,https://bit.ly/3adrmLT,74771361055,[]
10156838537951056,"Last week news broke about Harvey Weinstein’s 23 year sentencing. GEMS thinks of all the women who spoke up against his criminal sexual acts. #GemsGirls #TimesUp #Metoo https://nyti.ms/38ZPn7H

NYTIMES.COM
Harvey Weinstein’s Stunning Downfall: 23 Years in Prison",Last week news broke about Harvey Weinstein’s 23 year sentencing. GEMS thinks of all the women who spoke up against his criminal sexual acts. #GemsGirls #TimesUp #Metoo https://nyti.ms/38ZPn7H,"NYTIMES.COM
Harvey Weinstein’s Stunning Downfall: 23 Years in Prison",2020-03-21 01:41:01,,,,,19,1,0,https://facebook.com/story.php?story_fbid=10156838537951056&id=74771361055,https://nyti.ms/38ZPn7H,74771361055,[]
10156837328951056,We've transitioned to remote programming at this time due to coronavirus concerns. We're still active and providing services for our girls though and ask that you visit our site to learn more about how you can help. Thank you! #GemsGirls,We've transitioned to remote programming at this time due to coronavirus concerns. We're still active and providing services for our girls though and ask that you visit our site to learn more about how you can help. Thank you! #GemsGirls,,2020-03-20 18:53:05,https://scontent.fadd1-1.fna.fbcdn.net/v/t1.0-9/90177011_10156837328796056_952405080877826048_n.png?_nc_cat=106&ccb=2&_nc_sid=8024bb&_nc_ohc=W0gVwCol1swAX87WVpF&_nc_ht=scontent.fadd1-1.fna&oh=a45bd3967362a514e44d673227c4a8f1&oe=5FF834D9,,,,7,0,0,https://facebook.com/story.php?story_fbid=10156837328951056&id=74771361055,,74771361055,"['https://scontent.fadd1-1.fna.fbcdn.net/v/t1.0-9/90177011_10156837328796056_952405080877826048_n.png?_nc_cat=106&ccb=2&_nc_sid=8024bb&_nc_ohc=W0gVwCol1swAX87WVpF&_nc_ht=scontent.fadd1-1.fna&oh=a45bd3967362a514e44d673227c4a8f1&oe=5FF834D9', 'https://scontent.fadd1-1.fna.fbcdn.net/v/t1.0-9/90400937_10156837328866056_3298809237248933888_n.png?_nc_cat=108&ccb=2&_nc_sid=8024bb&_nc_ohc=CbxR_umlBF4AX8dZIx0&_nc_ht=scontent.fadd1-1.fna&oh=693029005299b28bb8a82081288bd98c&oe=5FF67653', 'https://scontent.fadd1-1.fna.fbcdn.net/v/t1.0-9/90080477_10156837328911056_4450566165768437760_n.png?_nc_cat=105&ccb=2&_nc_sid=8024bb&_nc_ohc=8qJN2bslv6cAX9YQeJR&_nc_ht=scontent.fadd1-1.fna&oh=7fd27c5ad7e7717ce4bdf92d3ec002a6&oe=5FF7FD48']"
